Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC5,PM10,02/01/2016 00:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 01:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 01:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 01:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 01:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 02:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 02:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 02:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 02:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 03:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 03:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 03:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 03:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 04:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 04:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 04:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 04:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 05:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 05:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 05:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 05:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 06:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 06:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 06:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 06:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 07:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 07:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 07:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 07:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 08:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 08:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 08:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 08:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 09:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 09:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 09:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 09:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 10:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 10:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 10:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 10:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 11:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 11:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 11:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 11:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 12:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 12:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 12:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 12:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 13:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 13:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 13:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 13:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 14:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 14:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 14:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 14:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 15:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 15:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 15:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 15:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 16:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 16:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 16:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 16:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 17:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 17:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 17:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 17:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 18:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 18:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 18:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 18:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 19:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 19:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 19:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 19:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 20:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 20:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 20:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 20:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 21:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 21:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 21:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 21:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 22:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 22:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 22:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 22:45,11.20000,ug/m3,R
KC5,PM10,02/01/2016 23:00,11.20000,ug/m3,R
KC5,PM10,02/01/2016 23:15,11.20000,ug/m3,R
KC5,PM10,02/01/2016 23:30,11.20000,ug/m3,R
KC5,PM10,02/01/2016 23:45,11.20000,ug/m3,R
KC5,PM10,03/01/2016 00:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 00:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 00:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 00:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 01:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 01:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 01:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 01:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 02:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 02:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 02:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 02:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 03:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 03:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 03:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 03:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 04:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 04:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 04:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 04:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 05:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 05:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 05:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 05:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 06:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 06:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 06:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 06:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 07:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 07:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 07:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 07:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 08:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 08:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 08:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 08:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 09:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 09:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 09:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 09:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 10:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 10:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 10:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 10:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 11:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 11:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 11:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 11:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 12:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 12:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 12:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 12:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 13:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 13:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 13:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 13:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 14:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 14:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 14:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 14:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 15:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 15:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 15:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 15:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 16:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 16:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 16:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 16:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 17:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 17:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 17:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 17:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 18:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 18:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 18:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 18:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 19:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 19:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 19:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 19:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 20:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 20:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 20:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 20:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 21:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 21:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 21:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 21:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 22:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 22:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 22:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 22:45,16.60000,ug/m3,R
KC5,PM10,03/01/2016 23:00,16.60000,ug/m3,R
KC5,PM10,03/01/2016 23:15,16.60000,ug/m3,R
KC5,PM10,03/01/2016 23:30,16.60000,ug/m3,R
KC5,PM10,03/01/2016 23:45,16.60000,ug/m3,R
KC5,PM10,04/01/2016 00:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 00:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 00:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 00:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 01:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 01:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 01:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 01:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 02:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 02:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 02:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 02:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 03:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 03:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 03:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 03:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 04:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 04:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 04:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 04:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 05:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 05:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 05:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 05:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 06:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 06:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 06:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 06:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 07:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 07:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 07:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 07:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 08:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 08:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 08:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 08:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 09:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 09:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 09:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 09:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 10:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 10:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 10:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 10:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 11:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 11:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 11:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 11:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 12:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 12:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 12:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 12:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 13:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 13:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 13:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 13:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 14:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 14:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 14:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 14:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 15:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 15:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 15:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 15:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 16:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 16:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 16:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 16:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 17:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 17:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 17:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 17:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 18:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 18:15,28.10000,ug/m3,R
