date,value
20160626,4.12189
20160627,6.57623
20160628,6.64246
20160629,4.73833
20160630,4.77177
20160701,5.38456
20160702,5.94279
20160703,4.77834
20160704,4.42607
20160705,7.68697
20160706,7.69833
20160707,4.51933
20160708,4.28628
20160709,4.94715
20160710,5.06391
20160711,5.87224
20160712,7.99293
20160713,5.04322
20160714,4.94091
20160715,5.14760
20160716,7.11594
20160717,21.82881
20160718,8.16480
20160719,6.64324
20160720,10.21937
20160721,3.67929
20160722,6.10472
20160723,6.11575
20160724,5.61444
20160725,5.83897
20160726,3.83843
20160727,6.28386
20160728,7.13296
20160729,7.13620
20160730,5.97705
20160731,5.47669
20160801,8.06516
20160802,6.60593
20160803,7.98915
20160804,7.11806
20160805,5.78245
20160806,4.44719
20160807,6.24151
20160808,5.81362
20160809,9.69367
20160810,3.77564
20160811,5.49418
20160812,3.61726
20160813,5.70809
20160814,4.17258
20160815,5.33232
20160816,3.39822
20160817,6.16405
20160818,6.95526
20160819,16.24529
20160820,7.81690
20160821,4.62747
20160822,4.23361
20160823,4.55771
20160824,9.09272
20160825,6.26424
20160826,18.94564
20160827,16.16671
20160828,10.28627
20160829,14.01078
20160830,6.19725
20160831,7.90421
20160901,4.38572
20160902,5.83019
20160903,6.17516
20160904,5.45013
20160905,6.00704
20160906,9.30819
20160907,8.20098
20160908,6.27762
20160909,4.44649
20160910,7.08544
20160911,4.66774
20160912,4.86717
20160913,8.03383
20160914,7.82739
20160915,6.98852
20160916,9.59196
20160917,3.00066
20160918,6.43575
20160919,6.71249
20160920,8.48784
20160921,10.90791
20160922,10.89889
20160923,5.24179
20160924,7.08853
20160925,7.12868
20160926,5.85891
20160927,6.90576
20160928,7.59716
20160929,7.56487
20160930,5.96798
20161001,7.16682
20161002,6.06699
20161003,9.91348
20161004,5.14483
20161005,6.36021
20161006,5.65564
20161007,5.25627
20161008,5.23345
20161009,5.73184
20161010,4.84699
20161011,6.65247
20161012,7.49947
20161013,7.75674
20161014,7.10923
20161015,10.05055
20161016,5.24321
20161017,6.14969
20161018,5.16418
20161019,5.14716
20161020,5.28600
20161021,3.11712
20161022,4.95352
20161023,11.06688
20161024,8.39645
20161025,11.05989
20161026,12.32986
20161027,8.67637
20161028,3.51423
20161029,9.17848
20161030,15.98629
20161031,19.82960
20161101,12.57577
20161102,7.70688
20161103,21.92217
20161104,8.03080
20161105,8.29377
20161106,5.66336
20161107,5.34893
20161108,8.40569
20161109,7.09500
20161110,5.59845
20161111,7.14266
20161112,7.81985
20161113,6.13066
20161114,7.18182
20161115,11.02370
20161116,7.42100
20161117,7.45715
20161118,4.58900
20161119,5.16459
20161120,
20161121,13.31252
20161122,7.97325
20161123,4.61737
20161124,9.14455
20161125,5.44187
20161126,6.15395
20161127,5.79971
20161128,7.73075
20161129,12.99974
20161130,7.16740
20161201,10.43560
20161202,10.64821
20161203,7.43192
20161204,4.34154
20161205,10.94619
20161206,19.60514
20161207,13.85102
20161208,11.77477
20161209,12.24401
20161210,9.57898
20161211,4.12194
20161212,8.92645
20161213,10.66460
20161214,10.22169
20161215,6.08578
20161216,9.81910
20161217,14.77847
20161218,19.02207
20161219,17.29606
20161220,20.29225
20161221,9.71515
20161222,6.32246
20161223,6.03066
20161224,11.17227
20161225,5.97515
20161226,5.19028
20161227,14.24511
20161228,22.51610
20161229,12.12564
20161230,17.78051
