Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC1,PM10,01/01/2016 00:00,19.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 00:15,35.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 00:30,49.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 00:45,57.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 01:00,59.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 01:15,58.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 01:30,56.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 01:45,54.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 02:00,58.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 02:15,48.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 02:30,36.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 02:45,33.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 03:00,34.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 03:15,30.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 03:30,31.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 03:45,32.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 04:00,31.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 04:15,26.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 04:30,29.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 04:45,26.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 05:00,25.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 05:15,24.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 05:30,21.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 05:45,25.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 06:00,23.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 06:15,19.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 06:30,17.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 06:45,20.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 07:00,26.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 07:15,26.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 07:30,25.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 07:45,25.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 08:00,21.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 08:15,13.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 08:30,14.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 08:45,14.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 09:00,12.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 09:15,12.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 09:30,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 09:45,7.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 10:00,13.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 10:15,11.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 10:30,14.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 10:45,14.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 11:00,12.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 11:15,13.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 11:30,11.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 11:45,14.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 12:00,11.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 12:15,11.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 12:30,9.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 12:45,10.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 13:00,13.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 13:15,9.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 13:30,14.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 13:45,15.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 14:00,15.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 14:15,16.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 14:30,17.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 14:45,15.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 15:00,16.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 15:15,18.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 15:30,18.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 15:45,15.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 16:00,12.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 16:15,11.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 16:30,8.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 16:45,13.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 17:00,11.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 17:15,9.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 17:30,9.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 17:45,7.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 18:00,17.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 18:15,15.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 18:30,8.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 18:45,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 19:00,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 19:15,14.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 19:30,12.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 19:45,12.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 20:00,10.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 20:15,11.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 20:30,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 20:45,10.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 21:00,11.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 21:15,14.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 21:30,10.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 21:45,11.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 22:00,12.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 22:15,9.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 22:30,8.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 22:45,10.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 23:00,7.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 23:15,10.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 23:30,11.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,01/01/2016 23:45,4.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 00:00,8.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 00:15,6.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 00:30,3.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 00:45,3.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 01:00,7.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 01:15,1.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 01:30,4.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 01:45,2.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 02:00,3.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 02:15,4.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 02:30,4.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 02:45,7.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 03:00,9.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 03:15,8.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 03:30,14.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 03:45,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 04:00,9.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 04:15,8.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 04:30,10.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 04:45,13.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 05:00,15.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 05:15,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 05:30,15.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 05:45,14.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 06:00,16.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 06:15,15.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 06:30,14.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 06:45,13.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 07:00,11.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 07:15,11.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 07:30,14.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 07:45,10.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 08:00,12.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 08:15,15.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 08:30,13.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 08:45,13.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 09:00,8.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 09:15,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 09:30,12.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 09:45,10.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 10:00,11.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 10:15,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 10:30,4.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 10:45,7.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 11:00,9.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 11:15,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 11:30,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 11:45,3.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 12:00,5.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 12:15,8.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 12:30,4.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 12:45,3.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 13:00,7.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 13:15,3.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 13:30,1.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 13:45,6.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 14:00,2.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 14:15,6.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 14:30,4.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 14:45,7.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 15:00,5.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 15:15,13.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 15:30,10.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 15:45,12.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 16:00,12.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 16:15,12.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 16:30,10.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 16:45,9.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 17:00,5.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 17:15,7.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 17:30,6.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 17:45,7.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 18:00,7.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 18:15,8.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 18:30,6.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 18:45,6.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 19:00,8.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 19:15,4.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 19:30,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 19:45,4.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 20:00,5.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 20:15,5.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 20:30,2.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 20:45,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 21:00,9.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 21:15,5.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 21:30,6.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 21:45,7.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 22:00,4.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 22:15,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 22:30,5.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 22:45,9.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 23:00,9.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 23:15,8.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 23:30,5.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,02/01/2016 23:45,5.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 00:00,2.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 00:15,5.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 00:30,6.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 00:45,0.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 01:00,3.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 01:15,1.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 01:30,1.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 01:45,-0.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 02:00,6.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 02:15,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 02:30,5.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 02:45,4.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 03:00,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 03:15,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 03:30,5.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 03:45,8.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 04:00,6.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 04:15,8.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 04:30,9.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 04:45,5.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 05:00,7.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 05:15,5.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 05:30,6.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 05:45,4.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 06:00,5.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 06:15,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 06:30,6.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 06:45,8.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 07:00,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 07:15,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 07:30,8.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 07:45,11.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 08:00,11.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 08:15,13.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 08:30,11.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 08:45,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 09:00,13.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 09:15,9.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 09:30,8.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 09:45,7.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 10:00,3.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 10:15,-3.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 10:30,1.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 10:45,-0.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 11:00,0.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 11:15,-1.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 11:30,1.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 11:45,-1.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 12:00,-0.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 12:15,1.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 12:30,-1.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 12:45,-2.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 13:00,5.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 13:15,0.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 13:30,-3.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 13:45,2.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 14:00,,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 14:15,7.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 14:30,12.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 14:45,1.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 15:00,4.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 15:15,7.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 15:30,6.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 15:45,8.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 16:00,8.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 16:15,11.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 16:30,8.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 16:45,12.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 17:00,12.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 17:15,12.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 17:30,11.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 17:45,14.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 18:00,19.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 18:15,20.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 18:30,22.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 18:45,25.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 19:00,24.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 19:15,20.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 19:30,20.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 19:45,16.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 20:00,20.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 20:15,22.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 20:30,24.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 20:45,25.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 21:00,27.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 21:15,27.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 21:30,26.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 21:45,25.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 22:00,25.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 22:15,25.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 22:30,26.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 22:45,25.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 23:00,23.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 23:15,24.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 23:30,23.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,03/01/2016 23:45,24.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 00:00,23.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 00:15,23.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 00:30,24.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 00:45,22.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 01:00,19.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 01:15,19.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 01:30,19.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 01:45,18.10000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 02:00,15.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 02:15,15.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 02:30,11.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 02:45,12.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 03:00,8.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 03:15,12.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 03:30,10.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 03:45,6.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 04:00,8.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 04:15,9.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 04:30,8.00000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 04:45,11.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 05:00,10.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 05:15,10.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 05:30,11.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 05:45,11.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 06:00,13.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 06:15,16.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 06:30,13.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 06:45,13.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 07:00,17.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 07:15,14.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 07:30,16.30000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 07:45,15.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 08:00,15.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 08:15,13.80000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 08:30,17.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 08:45,18.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 09:00,17.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 09:15,18.60000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 09:30,16.20000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 09:45,19.70000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 10:00,17.40000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 10:15,15.50000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 10:30,21.90000,ug m-3 reference equiv by VCM,R
KC1,PM10,04/01/2016 10:45,19.80000,ug m-3 reference equiv by VCM,R
